Ticket Id,Project,Department code,Shared resource,Owner,Close date,Tech,Units,Cost,Subject,Question,Problem type,Tech note,Account
7157,,093204,Instrument Development,oconnord,09-30-2008,wernerc,1,627,Billing ticket for job ticket  6797,Sept Billing,Instrument Development,,51607
7158,,093206,Vivarium,sternsons,09-30-2008,coxj,10822,14760.65,Per Diem 8/26/08 to 9/30/08,Original charges for this time period are $16 774.10    Charges shown include a credit of $2013.45 for 32 mating cages set-up on 8/19 to 8/21/08 to generate younger animals for those strains that had animals only 6 months of age or older.,Mouse Cage,,51613
7159,,093210,Fly Lab,simpsonj,09-30-2008,lavertyt,29,638,September 2009 GSI screening charges,29 lines screened,Transgenic Services,,51608
7160,,093210,Instrument Development,simpsonj,09-30-2008,wernerc,1,570,Billing ticket for job ticket  6946,Sept Billing,Instrument Development,,51607
7161,,093206,Vivarium,atasoyd,09-30-2008,coxj,546,846.30,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7162,,093206,Vivarium,apontey,09-30-2008,coxj,154,238.70,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7163,JVS000501,093400,Fly Lab,perrimonn,09-30-2008,lavertyt,126,2772,September 2009 GSI screening charges,126 constructs screened,Transgenic Services,,51608
7164,,093213,Instrument Development,leonardoa,09-30-2008,wernerc,1,171,Billing ticket for job ticket  6949,Sept Billing,Instrument Development,,51607
7165,,093306,Vivarium,shustermanr,09-30-2008,coxj,188,291.40,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7166,,093306,Vivarium,oconnorr,09-30-2008,coxj,255,395.25,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7167,,093306,Vivarium,rinbergd,09-30-2008,coxj,2484,3850.2,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7168,,093303,Instrument Development,reiserm,09-30-2008,wernerc,1,4404,Billing ticket for job ticket  2416,Sept Billing,Instrument Development,,51607
7169,,093202,Vivarium,zhongh,09-30-2008,coxj,31,93.00,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7170,,093202,Vivarium,zhongh,09-30-2008,coxj,872,1351.60,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7171,,093209,Vivarium,tianl,09-30-2008,coxj,371,575.05,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7172,,093204,Vivarium,shieldsb,09-30-2008,coxj,53,159.00,Per Diem 8/26/08 to 9/30/08,,Rat Cage,,51613
7173,,093097,Instrument Development,wernerc,10-02-2008,flickingerd,1,0,Sci serve j-club presentation,A scientific services journal club presentation will be given by Daniel Flickinger.,Instrument Development,,51607
7174,,093204,Vivarium,satot,09-30-2008,coxj,1511,2342.05,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7175,,093303,Instrument Development,reiserm,09-30-2008,wernerc,1,5888,Billing ticket for job ticket  6376,Sept Billing,Instrument Development,,51607
7176,,093209,Molecular Biology,mckinneys,10-02-2008,zhangx,30,150,080930_Looger_McKinney_DNA Sequencing_30,,Single Pass,,51602
7177,,093204,Vivarium,rahj,09-30-2008,coxj,243,376.65,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7178,,093204,Vivarium,petreanul,09-30-2008,coxj,1014,1571.70,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7179,,093204,Vivarium,oconnorde,09-30-2008,coxj,214,331.70,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7180,,093207,Molecular Biology,zemelmanb,09-30-2008,ramirezm,19,526,080930_Magee_Zemelman_sequencing_32,This ticket includes: minipreps  RE digest screen - see pricing sheet attached.,Single Pass,,51602
7181,,093204,Vivarium,oconnord,09-30-2008,coxj,1322,2049.10,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7182,,093204,Vivarium,maot,09-30-2008,coxj,1203,1864.65,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7183,,093305,Instrument Development,jayaramanv,09-30-2008,wernerc,1,3978,Billing ticket for job ticket  6926,Sept Billing,Instrument Development,,51607
7184,JVS003200,093400,Vivarium,kuhlmans,09-30-2008,coxj,299,463.45,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7185,,093307,Instrument Development,dudmanj,09-30-2008,wernerc,1,513,Billing ticket for job ticket  3968,Sept Billing,Instrument Development,,51607
7186,,093204,Vivarium,komiyamat,09-30-2008,coxj,1393,2159.15,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7187,JVS001101,093400,Vivarium,hooksm,09-30-2008,coxj,483,748.65,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7188,,093202,Instrument Development,betzige,09-30-2008,wernerc,1,1822,Billing ticket for job ticket  4016,Sept Billing,Instrument Development,,51607
7189,,093209,Vivarium,hiresa,09-30-2008,coxj,49,75.95,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7190,,093204,Vivarium,huberd,09-30-2008,coxj,3662,5676.10,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7191,,093307,Instrument Development,dudmanj,10-01-2008,bassins,1,78,Aluminum plate,Fabrication of one adapter plate.,Instrument Development,,51607
7192,,093204,Vivarium,svobodak,09-30-2008,coxj,11641,18043.55,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7193,,093207,Molecular Biology,kimj,09-30-2008,ramirezm,1,197,080930_Magee_Kim_sequencing_16,Cloning project for AAV-gTTC2AToma,Single Pass,,51602
7194,,093204,Instrument Development,svobodak,09-30-2008,wernerc,1,456,Billing ticket for job ticket  6835,Sept Billing,Instrument Development,,51607
7195,,093204,Instrument Development,svobodak,09-30-2008,wernerc,1,114,Billing ticket for job ticket  6846,Sept Billing,Instrument Development,,51607
7196,,093202,Instrument Development,betzige,09-30-2008,wernerc,1,57,Billing ticket for job ticket  6854,Sept Billing,Instrument Development,,51607
7197,,093202,Instrument Development,betzige,09-30-2008,wernerc,1,57,Billing ticket for job ticket  7011,Sept Billing,Instrument Development,,51607
7198,,093206,Vivarium,sternsons,09-30-2008,coxj,89.5,3580.00,Breeding Colony Maintenance 8/26/08 to 9/30/08,Breeding Colony Maintenance 8/26/08 to 9/30/08,Technical Support,,51613
7199,,093305,Instrument Development,jayaramanv,09-30-2008,wernerc,1,712,Billing ticket for job ticket  6844,Sept Billing,Instrument Development,,51607
7200,,093211,Vivarium,karpovaa,09-30-2008,coxj,13.25,530,Breeding Colony Maintenance 8/26/08 to 9/30/08,Breeding Colony Maintenance 8/26/08 to 9/30/08,Technical Support,,51613
7201,,093204,Vivarium,svobodak,09-30-2008,coxj,39.25,1570,Breeding Colony Maintenance 8/26/08 to 9/30/08,Breeding Colony Maintenance 8/26/08 to 9/30/08,Technical Support,,51613
7202,,093203,Vivarium,eddys,09-30-2008,coxj,.75,30,Breeding Colony Maintenance 8/26/08 to 9/30/08,Breeding Colony Maintenance 8/26/08 to 9/30/08,Technical Support,,51613
7203,,093307,Vivarium,dudmanj,09-30-2008,coxj,1.75,70,Breeding Colony Maintenance 8/26/08 to 9/30/08,Breeding Colony Maintenance 8/26/08 to 9/30/08,Technical Support,,51613
7204,,093207,Vivarium,mageej,09-30-2008,coxj,18.75,750.00,Breeding Colony Maintenance 8/26/08 to 9/30/08,Breeding Colony Maintenance 8/26/08 to 9/30/08,Technical Support,,51613
7205,,093305,Instrument Development,jayaramanv,09-30-2008,wernerc,1,228,Billing ticket for job ticket  6411,Sept Billing,Instrument Development,,51607
7206,,093306,Vivarium,rinbergd,09-30-2008,coxj,4.25,170.00,Breeding Colony Maintenance 8/26/08 to 9/30/08,Breeding Colony Maintenance 8/26/08 to 9/30/08,Technical Support,,51613
7207,,093206,Vivarium,sternsons,09-30-2008,coxj,.25,10,Weigh Feed Restricted Mice,Weigh Feed Restricted Mice,Technical Support,,51613
7208,,093306,Vivarium,rinbergd,09-30-2008,coxj,55.75,2230.00,Behavior Training 8/26/08 to 9/30/08,Behavior Training 8/26/08 to 9/30/08,Technical Support,,51613
7209,,093213,Vivarium,leonardoa,09-30-2008,coxj,17.25,690.00,Salamander Care 8/26/08 to 9/30/08,Salamander Care 8/26/08 to 9/30/08,Technical Support,,51613
7210,,093210,Instrument Development,simpsonj,09-30-2008,wernerc,1,13074,Billing ticket for job ticket  6714,Sept Billing,Instrument Development,,51607
7211,,093213,Vivarium,leonardoa,09-30-2008,coxj,16.75,670.00,Dragonfly Larvae Care 8/26/08 to 9/30/08,Dragonfly Larvae Care 8/26/08 to 9/30/08,Technical Support,,51613
7212,,093204,Vivarium,komiyamat,09-30-2008,coxj,9,360.00,Water Restriction Support 8/26/08 to 9/30/08,Water Restriction Support 8/26/08 to 9/30/08,Technical Support,,51613
7213,,093204,Vivarium,huberd,09-30-2008,coxj,9,360.00,Water Restriction Support 8/26/08 to 9/30/08,Water Restriction Support 8/26/08 to 9/30/08,Technical Support,,51613
7214,,093306,Instrument Development,rinbergd,09-30-2008,wernerc,1,85,Billing ticket for job ticket  6798,Sept Billing,Instrument Development,,51607
7215,,093204,Vivarium,oconnord,09-30-2008,coxj,9,360.00,Water Restriction Support 8/26/08 to 9/30/08,Water Restriction Support 8/26/08 to 9/30/08,Technical Support,,51613
7216,,093306,Vivarium,shustermanr,09-30-2008,coxj,9,360.00,Water Restriction Support 8/26/08 to 9/30/08,Water Restriction Support 8/26/08 to 9/30/08,Technical Support,,51613
7217,,093215,Instrument Development,vaughana,09-30-2008,wernerc,1,57,Billing ticket for job ticket  6806,Sept Billing,Instrument Development,,51607
7218,JVS003900,093400,Fly Lab,ngot,09-30-2008,cavallaroa,15h,577.50,dissection,15h of dissection,General Fly Sorting,,51608
7220,,093210,Fly Lab,simpsonj,09-30-2008,cavallaroa,1h,38.50,double stock construction,1 hr ,General Fly Sorting,,51608
7222,,093207,Cell Culture Facility,zemelmanb,09-30-2008,winfreys,10,100,September 2008 Equipment,,Cell Culture Facility,Total BSC time   10 hours,51604
7223,,093209,Cell Culture Facility,tianl,09-30-2008,winfreys,1,10,September 2008 Equipment,,Cell Culture Facility,Total BSC time  1 hour,51604
7224,,093202,Electron Microscopy,betzige,09-30-2008,fetterr,1,2035.84,Electron Microscopy Shared Resource recharges for Sept 2008,Total charges to your lab for services provided by the Electron Microscopy Shared Resource for Sept. 2008 are $2 035.84.  A detailed description of these charges is provided in the attached Excel file.,Staff Assisted Service,,51614
7225,,093208,Electron Microscopy,chklovskiid,09-30-2008,fetterr,1,2633.22,Electron Microscopy Shared Resource recharges for Sept 2008,Total charges to your lab for services provided by the Electron Microscopy Shared Resource for Sept. 2008 are $2 633.22.  A detailed breakdown of the charges is provided in the attached Excel file.,Staff Assisted Service,,51614
7226,,093403,Electron Microscopy,claytond,09-30-2008,fetterr,1,296.63,Electron Microscopy Shared Resource recharges for Sept 2008,Total charges to your lab for services provided by the Electron Microscopy Shared Resource for Sept. 2008 are $296.63.  A detailed summary of all charges is provided in the attached Excel file.,Staff Assisted Service,,51614
7227,JVS002900,093400,Electron Microscopy,fetterr,09-30-2008,fetterr,1,9960.75,Electron Microscopy Shared Resource recharges for Sept 2008,Total charges for services provided by the Electron Microscopy Shared Resource to the Fly Brain Imaging Project for Sept. 2008 are $9 960.75.  A detailed breakdown of the specific charges is provided in the attached Excel file.,Staff Assisted Service,,51614
7228,,093298,Electron Microscopy,hessh,09-30-2008,fetterr,1,215.41,Electron Microscopy Shared Resource recharges for Sept 2008,Total charges to your lab for services provided by the Electron Microscopy Shared Resource for Sept. 2008 are $215.41.  The attached Excel file provides a detail summary of the specific charges.,Staff Assisted Service,,51614
7229,JVS001400,093400,Electron Microscopy,meinertzhageni,09-30-2008,fetterr,1,15378.63,Electron Microscopy Shared Resource recharges for Sept 2008,Total charges to your lab for services provided by the Electron Microscopy Shared Resource for Sept. 2008 are $15 378.63.  A detailed summary of specific charges is provided in the attached Excel file.,Device Usage,,51614
7230,,093201,Electron Microscopy,myersg,09-30-2008,fetterr,1,296.88,Electron Microscopy Shared Resource recharges for Sept 2008,Total charges for work performed for your lab by the Electron Microscopy Shared Resource for Sept. 2008 are $296.88.  A detailed summary of the specific charges is provided in the attached Excel file.,Staff Assisted Service,,51614
7231,,093204,Electron Microscopy,svobodak,09-30-2008,fetterr,1,249.38,Electron Microscopy Shared Resource recharges for Sept 2008,Total charges for services provided to your lab by the Electron Microscopy Shared Resource for Sept. 2008 are $249.38.  A detailed summary of the specific charges is provided in the attached Excel file.,Staff Assisted Service,,51614
7232,,093212,Electron Microscopy,trumanj,09-30-2008,fetterr,1,121.35,Electron Microscopy Shared Resource recharges for Sept 2008,Total charges to your lab for services performed by the Electron Microscopy Shared Resource for Sept. 2008 are $121.35.  A detailed summary of the specific charges is provided in the attached Excel file.,Staff Assisted Service,,51614
7233,,093215,Media Facility,bakerb,09-30-2008,lavertyt,1,753.99,September 09 Media Facility charges,see attached file,Monthly Charge,,51609
7234,,093093,Media Facility,fetterr,09-30-2008,lavertyt,1,2,September 09 Media Facility charges,see attached file,Monthly Charge,,51609
7235,,093211,Media Facility,karpovaa,09-30-2008,lavertyt,1,92,September 09 Media Facility charges,see attached file,Monthly Charge,,51609
7236,JVS003500,093400,Media Facility,leet,09-30-2008,lavertyt,1,117,September 09 Media Facility charges,see attached file,Monthly Charge,,51609
7237,,093213,Media Facility,leonardoa,09-30-2008,lavertyt,1,19.5,September 09 Media Facility charges,see attached file,Monthly Charge,,51609
7238,,093209,Media Facility,loogerl,09-30-2008,lavertyt,1,811,September 09 Media Facility charges,see attached file,Monthly Charge,,51609
7239,,093207,Media Facility,mageej,09-30-2008,lavertyt,1,45.5,September 09 Media Facility charges,see attached file,Monthly Charge,,51609
7240,,093092,Media Facility,mcgowank,09-30-2008,lavertyt,1,369.68,September 09 Media Facility charges,see attached file,Monthly Charge,,51609
7241,JVS002800,093400,Media Facility,simpsonj,09-30-2008,lavertyt,1,273,September 09 Media Facility charges,Olympiad charges,Monthly Charge,,51609
7242,JVS000501,093400,Media Facility,perrimonn,09-30-2008,lavertyt,1,799.50,September 09 Media Facility charges,see attached file,Monthly Charge,,51609
7243,,093302,Media Facility,riddifordl,09-30-2008,lavertyt,1,125,September 09 Media Facility charges,see attached file,Monthly Charge,,51609
7244,,093205,Media Facility,rubing,09-30-2008,lavertyt,1,598.50,September 09 Media Facility charges,see attached file,Monthly Charge,,51609
7245,,005288,Media Facility,barkerl,09-30-2008,lavertyt,1,46,September 09 Media Facility charges,see attached file,Monthly Charge,,51609
7246,,093210,Media Facility,simpsonj,09-30-2008,lavertyt,1,628.75,September 09 Media Facility charges,see attached file,Monthly Charge,,51609
7247,,093206,Media Facility,sternsons,09-30-2008,lavertyt,1,107.02,September 09 Media Facility charges,see attached file,Monthly Charge,,51609
7248,JVS001001,093400,Media Facility,sudhoft,09-30-2008,lavertyt,1,9,September 09 Media Facility charges,see attached file,Monthly Charge,,51609
7249,,093212,Media Facility,trumanj,09-30-2008,lavertyt,1,507.75,September 09 Media Facility charges,see attached file,Monthly Charge,,51609
7250,,093202,Instrument Development,betzige,10-16-2008,wernerc,1,195,Engineering Modification of XY Adapter Plate,PPI to modify radius to allow mirror to fit  change 0.438 radius to 0.442       estimated hours = 3   estimated date of completion = 10/03/08    ,Instrument Development,Modifications requested per Hari Shroff and Jason Osborne,51607
7251,,093205,Fly Lab,pfeifferb,12-31-2008,halld,1,38.50,Stock Construction,Construction of ; 09_35_U->attP40/ 09_35_U->attP40 ; 09_35_U/ 09_35_U    Requested via email on 9/22/2008  Started 10/1/2008,General Fly Sorting,,51608
7253,,093207,Molecular Biology,kimj,10-09-2008,johnsond,2,132.75,081001_Magee_Kim_EF Maxi_2 RUSH,,Endo Free Maxi Prep,scaled up @ 12 Noon.  Spoke w/Jinny.  She wants these in 37C  and not necessarily wants to wait the full 48 hours.  will check them tomorrow.,51602
7254,,093402,Instrument Development,tangj,10-21-2008,osbornej,20,57,25mm cover glass holder upper and lower,procurment of fabrication of both upper and lower portion of 25mm cover glass holder.,Instrument Development,Fabrication complete and delivered  HHMI labor=$57,51607
7255,,093211,Instrument Development,ovanesovm,10-20-2008,wernerc,1,390,Fabricate 5 Nose Poke Receivers per print supplied,Please fabricate (5) of p/n 109-028-001per Island Motion print,Instrument Development,,51607
7256,,093202,Instrument Development,betzige,11-05-2008,osbornej,1,0,SLM oblique illuminator,procurment of fabrication of one SLM oblique illuminator,Instrument Development,Submitted Oct Billing  1 hr design time = $57  Ronal costs $1550  Total billed $1607,51607
